year,origin,destination,embassy_level,focus
2000,ARG,RUS,6,1
2000,ARG,SAU,6,1
2000,ARG,SEN,6,1
2000,ARG,SGP,6,1
2000,ARG,SLV,6,1
2000,ARG,SRB,6,1
2000,ARG,SWE,6,1
2000,ARG,SYR,6,1
2000,ARG,THA,6,1
2000,ARG,TTO,6,1
2000,ARG,TUN,6,1
2000,ARG,TUR,6,1
2000,ARG,UKR,6,1
2000,ARG,URY,6,1
2000,ARG,USA,6,1
2000,ARG,VAT,6,1
2000,ARG,VEN,6,1
2000,ARG,ZAF,6,1
2000,ARG,ZWE,6,1
2000,ARM,ARG,6,1
2000,ARM,AUT,4,1
2000,ARM,BEL,6,1
2000,ARM,BLR,6,1
2000,ARM,CAN,6,1
2000,ARM,DEU,6,1
2000,ARM,EGY,6,1
2000,ARM,FRA,6,1
2000,ARM,GBR,6,1
2000,ARM,GEO,6,1
2000,ARM,GRC,6,1
2000,ARM,IRN,6,1
2000,ARM,ITA,6,1
2000,ARM,KAZ,6,1
2000,ARM,LBN,6,1
2000,ARM,ROU,6,1
2000,ARM,RUS,6,1
2000,ARM,UKR,6,1
2000,ARM,USA,6,1
2000,ARM,VAT,6,1
2000,ATG,CAN,6,2
2000,ATG,FRA,6,1
2000,ATG,GBR,6,1
2000,ATG,USA,6,1
2000,AUS,ARG,6,1
2000,AUS,AUT,6,1
2000,AUS,BEL,6,1
2000,AUS,BGD,6,1
2000,AUS,BRA,6,1
2000,AUS,BRB,6,1
2000,AUS,BRN,6,1
2000,AUS,CAN,6,1
2000,AUS,CHL,6,1
2000,AUS,CHN,6,1
2000,AUS,CYP,6,1
2000,AUS,DEU,6,1
2000,AUS,EGY,6,1
2000,AUS,ESP,6,1
2000,AUS,FJI,6,1
2000,AUS,FRA,6,1
2000,AUS,FSM,6,1
2000,AUS,GBR,6,1
2000,AUS,GRC,6,1
2000,AUS,HUN,6,1
2000,AUS,IDN,6,1
2000,AUS,IND,6,1
2000,AUS,IRL,6,1
2000,AUS,IRN,6,1
2000,AUS,IRQ,6,3
2000,AUS,ISR,6,1
2000,AUS,ITA,6,1
2000,AUS,JOR,6,1
2000,AUS,JPN,6,1
2000,AUS,KAZ,6,1
2000,AUS,KEN,6,1
2000,AUS,KHM,6,1
2000,AUS,KIR,6,1
2000,AUS,KOR,6,1
2000,AUS,LAO,6,1
2000,AUS,LBN,6,1
2000,AUS,LKA,6,1
2000,AUS,MEX,6,1
2000,AUS,MLT,6,1
2000,AUS,MMR,6,1
2000,AUS,MUS,6,1
2000,AUS,MYS,6,1
2000,AUS,NGA,6,1
2000,AUS,NLD,6,1
2000,AUS,NPL,6,1
2000,AUS,NZL,6,1
2000,AUS,PAK,6,1
2000,AUS,PHL,6,1
2000,AUS,PNG,6,1
2000,AUS,POL,6,1
2000,AUS,RUS,6,1
2000,AUS,SAU,6,1
2000,AUS,SGP,6,1
2000,AUS,SLB,6,1
2000,AUS,SRB,6,1
2000,AUS,SWE,6,1
2000,AUS,SYR,6,1
2000,AUS,THA,6,1
2000,AUS,TON,6,1
2000,AUS,TUR,6,1
2000,AUS,USA,6,1
2000,AUS,VAT,6,1
2000,AUS,VEN,6,1
2000,AUS,VNM,6,1
2000,AUS,VUT,6,1
2000,AUS,WSM,6,1
2000,AUS,ZAF,6,1
2000,AUS,ZWE,6,1
2000,AUT,AFG,6,1
2000,AUT,ALB,6,1
2000,AUT,ARG,6,1
2000,AUT,AUS,6,1
2000,AUT,BEL,6,1
2000,AUT,BGR,6,1
2000,AUT,BIH,6,1
2000,AUT,BRA,6,1
2000,AUT,CAN,6,1
2000,AUT,CHE,6,1
2000,AUT,CHL,6,1
2000,AUT,CHN,6,1
2000,AUT,CIV,6,1
2000,AUT,COL,6,1
2000,AUT,CUB,6,1
2000,AUT,CZE,6,1
2000,AUT,DEU,6,3
2000,AUT,DNK,6,1
2000,AUT,DZA,6,1
2000,AUT,ECU,6,1
2000,AUT,EGY,6,1
2000,AUT,ESP,6,1
2000,AUT,ETH,6,1
2000,AUT,FIN,6,1
2000,AUT,FRA,6,1
2000,AUT,GBR,6,1
2000,AUT,GRC,6,1
2000,AUT,GTM,6,1
2000,AUT,HRV,6,1
2000,AUT,HUN,6,1
2000,AUT,IDN,6,1
2000,AUT,IND,6,1
2000,AUT,IRL,6,1
2000,AUT,IRN,6,1
2000,AUT,ISR,6,3
2000,AUT,ITA,6,1
2000,AUT,JOR,6,1
2000,AUT,JPN,6,1
2000,AUT,KEN,6,1
2000,AUT,KOR,6,1
2000,AUT,KWT,6,1
2000,AUT,LBN,6,1
2000,AUT,LBY,6,1
2000,AUT,LUX,6,1
2000,AUT,LVA,6,1
2000,AUT,MAR,6,1
2000,AUT,MEX,6,1
2000,AUT,MYS,6,1
2000,AUT,NGA,6,1
2000,AUT,NLD,6,1
2000,AUT,NOR,6,1
2000,AUT,OMN,6,1
2000,AUT,PAK,6,1
2000,AUT,PER,6,1
2000,AUT,PHL,6,1
2000,AUT,POL,6,1
2000,AUT,PRT,4,1
2000,AUT,ROU,6,1
2000,AUT,RUS,6,1
2000,AUT,SAU,6,1
2000,AUT,SEN,6,1
2000,AUT,SRB,4,1
2000,AUT,SVK,6,1
2000,AUT,SVN,6,1
2000,AUT,SWE,6,1
2000,AUT,SYR,6,1
2000,AUT,THA,6,1
2000,AUT,TUN,6,1
2000,AUT,TUR,6,1
2000,AUT,UGA,4,1
2000,AUT,UKR,6,1
2000,AUT,USA,6,1
2000,AUT,VAT,6,1
2000,AUT,VEN,6,1
2000,AUT,ZAF,6,1
2000,AUT,ZWE,6,1
2000,AZE,AUT,6,1
2000,AZE,BEL,6,1
2000,AZE,CHN,6,1
2000,AZE,DEU,6,1
2000,AZE,FRA,6,1
2000,AZE,GBR,6,1
2000,AZE,GEO,6,1
2000,AZE,IRN,6,1
2000,AZE,PAK,6,1
2000,AZE,RUS,6,1
2000,AZE,TUR,6,1
2000,AZE,UKR,6,1
2000,AZE,USA,6,1
2000,BDI,BEL,6,1
2000,BDI,CAN,6,1
2000,BDI,CHN,6,1
2000,BDI,DEU,6,1
2000,BDI,EGY,6,1
2000,BDI,ETH,6,1
2000,BDI,FRA,6,1
2000,BDI,JPN,6,1
2000,BDI,KEN,6,1
2000,BDI,LBY,6,1
2000,BDI,RWA,4,1
2000,BDI,SWE,6,1
2000,BDI,TZA,6,1
2000,BDI,UGA,6,1
2000,BDI,USA,6,1
2000,BDI,ZAF,4,1
2000,BEL,AGO,6,1
2000,BEL,ARE,6,1
2000,BEL,ARG,6,1
2000,BEL,AUS,6,1
2000,BEL,AUT,6,3
2000,BEL,BDI,6,1
2000,BEL,BGD,6,1
2000,BEL,BGR,6,1
2000,BEL,BLZ,6,1
2000,BEL,BOL,6,1
2000,BEL,BRA,6,1
2000,BEL,CAN,6,1
2000,BEL,CHE,6,1
2000,BEL,CHL,6,1
2000,BEL,CHN,6,1
2000,BEL,CIV,6,1
2000,BEL,CMR,6,1
2000,BEL,COD,6,1
2000,BEL,COL,6,1
2000,BEL,CRI,6,1
2000,BEL,CUB,6,1
2000,BEL,CZE,6,1
2000,BEL,DEU,6,1
2000,BEL,DNK,6,1
2000,BEL,DZA,6,1
2000,BEL,ECU,6,1
2000,BEL,EGY,6,1
2000,BEL,ESP,6,1
2000,BEL,ETH,6,1
2000,BEL,FIN,6,1
2000,BEL,FRA,6,1
2000,BEL,GAB,6,1
2000,BEL,GBR,6,1
2000,BEL,GRC,6,1
2000,BEL,GTM,6,1
2000,BEL,HUN,6,1
2000,BEL,IDN,6,1
2000,BEL,IND,6,1
2000,BEL,IRL,6,1
2000,BEL,IRN,6,1
2000,BEL,IRQ,6,1
2000,BEL,ISR,6,1
2000,BEL,ITA,6,1
2000,BEL,JOR,6,1
2000,BEL,JPN,6,1
2000,BEL,KEN,6,1
2000,BEL,KOR,6,1
2000,BEL,KWT,6,1
2000,BEL,LBN,6,1
2000,BEL,LBY,6,1
2000,BEL,LUX,6,1
2000,BEL,MAR,6,1
2000,BEL,MEX,6,1
2000,BEL,MOZ,6,1
2000,BEL,MYS,6,1
2000,BEL,NER,6,1
2000,BEL,NGA,6,1
2000,BEL,NLD,6,1
2000,BEL,NOR,6,1
2000,BEL,NZL,6,1
2000,BEL,PAK,6,1
2000,BEL,PER,6,1
2000,BEL,PHL,6,1
2000,BEL,POL,6,1
2000,BEL,PRT,6,1
2000,BEL,ROU,6,1
2000,BEL,RUS,6,1
2000,BEL,RWA,6,1
2000,BEL,SAU,6,1
2000,BEL,SEN,6,1
2000,BEL,SGP,6,1
2000,BEL,SRB,6,1
2000,BEL,SVK,6,1
2000,BEL,SWE,6,1
2000,BEL,SYR,6,1
2000,BEL,TGO,6,1
2000,BEL,THA,6,1
2000,BEL,TUN,6,1
2000,BEL,TUR,6,1
2000,BEL,TZA,6,1
2000,BEL,UKR,6,1
2000,BEL,URY,6,1
2000,BEL,USA,6,1
2000,BEL,VAT,6,1
2000,BEL,VEN,6,1
2000,BEL,VNM,6,1
2000,BEL,ZAF,6,1
2000,BEL,ZWE,6,1
2000,BEN,BEL,6,1
2000,BEN,CAN,6,1
2000,BEN,CHN,6,1
2000,BEN,CIV,6,1
2000,BEN,COD,6,1
2000,BEN,CUB,6,1
2000,BEN,DEU,6,1
2000,BEN,DZA,6,1
2000,BEN,FRA,6,1
2000,BEN,GAB,6,1
2000,BEN,GHA,6,1
2000,BEN,LBY,6,1
2000,BEN,NER,6,1
2000,BEN,NGA,6,1
2000,BEN,PRK,6,1
2000,BEN,RUS,6,1
2000,BEN,USA,6,1
2000,BFA,AUT,6,1
2000,BFA,BEL,6,1
2000,BFA,CAN,6,1
2000,BFA,CIV,6,1
2000,BFA,CUB,6,1
2000,BFA,DEU,6,1
2000,BFA,DNK,6,1
2000,BFA,EGY,6,1
2000,BFA,FRA,6,1
2000,BFA,GHA,6,1
2000,BFA,ITA,6,1
2000,BFA,JPN,6,1
2000,BFA,MAR,6,1
2000,BFA,MLI,6,1
2000,BFA,NGA,4,1
2000,BFA,RUS,6,1
2000,BFA,SAU,6,1
2000,BFA,TWN,6,1
2000,BFA,USA,6,1
2000,BGD,AFG,4,1
2000,BGD,ARE,6,1
2000,BGD,AUS,6,1
2000,BGD,BEL,6,1
2000,BGD,BHR,6,1
2000,BGD,BRA,6,1
2000,BGD,BRN,6,1
2000,BGD,BTN,6,1
2000,BGD,CAN,6,1
2000,BGD,CHN,6,1
2000,BGD,DEU,6,1
2000,BGD,EGY,6,1
2000,BGD,ESP,6,1
2000,BGD,FRA,6,1
2000,BGD,GBR,6,1
2000,BGD,IDN,6,1
2000,BGD,IND,6,1
2000,BGD,IRN,6,1
2000,BGD,IRQ,6,1
2000,BGD,ITA,6,1
2000,BGD,JPN,6,1
2000,BGD,KEN,6,1
2000,BGD,KOR,6,1
2000,BGD,KWT,6,1
2000,BGD,LBY,6,1
2000,BGD,LKA,6,1
2000,BGD,MAR,6,1
2000,BGD,MDV,6,1
2000,BGD,MMR,6,1
2000,BGD,MYS,6,1
2000,BGD,NLD,6,1
2000,BGD,NPL,6,1
2000,BGD,OMN,6,1
2000,BGD,PAK,6,1
2000,BGD,PHL,6,1
2000,BGD,POL,6,1
2000,BGD,QAT,6,1
2000,BGD,RUS,4,1
2000,BGD,SAU,6,1
2000,BGD,SEN,6,1
2000,BGD,SGP,6,1
2000,BGD,SWE,6,1
2000,BGD,THA,6,1
2000,BGD,TUR,6,1
2000,BGD,USA,6,1
2000,BGD,ZAF,6,1
2000,BGD,ZWE,6,1
2000,BGR,AFG,6,1
2000,BGR,AGO,4,1
2000,BGR,ALB,6,1
2000,BGR,ARG,6,1
2000,BGR,AUT,6,1
2000,BGR,BEL,6,1
2000,BGR,BIH,6,1
2000,BGR,BLR,4,1
2000,BGR,BRA,6,1
2000,BGR,CAN,6,1
2000,BGR,CHE,4,1
2000,BGR,CHN,6,1
2000,BGR,CRI,6,1
2000,BGR,CUB,4,1
2000,BGR,CYP,6,1
2000,BGR,CZE,6,1
2000,BGR,DEU,6,1
2000,BGR,DNK,6,1
2000,BGR,DZA,6,1
2000,BGR,ECU,4,1
2000,BGR,EGY,6,1
2000,BGR,ESP,6,1
2000,BGR,ETH,4,1
2000,BGR,FIN,6,1
2000,BGR,FRA,6,1
2000,BGR,GBR,6,1
2000,BGR,GHA,4,1
2000,BGR,GRC,6,1
2000,BGR,HRV,4,1
2000,BGR,HUN,6,1
2000,BGR,IDN,6,1
2000,BGR,IND,6,1
2000,BGR,IRL,4,1
2000,BGR,IRN,6,1
2000,BGR,IRQ,6,1
2000,BGR,ISR,6,1
2000,BGR,ITA,6,1
2000,BGR,JOR,6,1
2000,BGR,JPN,6,1
2000,BGR,KAZ,4,1
2000,BGR,KHM,4,1
2000,BGR,KOR,6,1
2000,BGR,KWT,6,1
2000,BGR,LAO,6,1
2000,BGR,LBN,6,1
2000,BGR,LBY,6,1
2000,BGR,MAR,6,1
2000,BGR,MDA,6,1
2000,BGR,MEX,4,1
2000,BGR,MKD,6,1
2000,BGR,MNG,4,1
2000,BGR,MOZ,6,1
2000,BGR,NGA,6,1
2000,BGR,NIC,6,1
2000,BGR,NLD,6,1
2000,BGR,NOR,4,1
2000,BGR,PAK,6,1
2000,BGR,PER,6,1
2000,BGR,POL,6,1
2000,BGR,PRK,6,1
2000,BGR,PRT,6,1
2000,BGR,ROU,6,1
2000,BGR,RUS,6,1
2000,BGR,SDN,6,1
2000,BGR,SGP,6,1
2000,BGR,SRB,6,1
2000,BGR,SVK,6,1
2000,BGR,SVN,4,1
2000,BGR,SWE,6,1
2000,BGR,SYR,6,1
2000,BGR,TUN,6,1
2000,BGR,TUR,6,1
2000,BGR,UKR,6,1
2000,BGR,URY,6,1
2000,BGR,USA,6,1
2000,BGR,VAT,6,1
2000,BGR,VNM,4,1
2000,BGR,YEM,4,1
2000,BGR,ZAF,6,1
2000,BGR,ZMB,4,1
2000,BGR,ZWE,6,1
2000,BHR,ARE,6,1
2000,BHR,CHN,6,1
2000,BHR,DEU,6,1
2000,BHR,EGY,6,1
2000,BHR,FRA,6,1
2000,BHR,GBR,6,1
2000,BHR,IRN,4,1
2000,BHR,IRQ,6,1
2000,BHR,JOR,6,1
2000,BHR,KWT,6,1
2000,BHR,LBN,6,1
2000,BHR,OMN,4,1
2000,BHR,RUS,6,1
2000,BHR,SAU,6,1
2000,BHR,TUN,6,1
2000,BHR,USA,6,1
2000,BHS,CAN,4,1
2000,BHS,GBR,6,1
2000,BHS,USA,6,1
2000,BIH,ALB,4,1
2000,BIH,ARE,4,1
2000,BIH,AUS,4,1
2000,BIH,AUT,6,1
2000,BIH,BEL,6,1
2000,BIH,CAN,6,1
2000,BIH,CHE,6,1
2000,BIH,COL,4,1
2000,BIH,DEU,6,1
2000,BIH,DNK,4,1
2000,BIH,EGY,4,1
2000,BIH,ESP,6,1
2000,BIH,FRA,6,1
2000,BIH,GBR,6,1
2000,BIH,HRV,6,1
2000,BIH,ITA,6,1
2000,BIH,JOR,4,1
2000,BIH,KWT,6,1
2000,BIH,LBY,6,1
2000,BIH,MYS,6,1
2000,BIH,NLD,4,1
2000,BIH,PAK,6,1
2000,BIH,QAT,6,1
2000,BIH,RUS,6,1
2000,BIH,SAU,6,1
2000,BIH,SVN,6,1
2000,BIH,SWE,6,1
2000,BIH,TUR,6,1
2000,BIH,USA,6,1
2000,BIH,VAT,6,1
2000,BLR,AUT,6,1
2000,BLR,BEL,6,1
2000,BLR,BGR,6,1
2000,BLR,CHE,4,1
2000,BLR,CHN,6,1
2000,BLR,CZE,6,1
2000,BLR,DEU,6,1
2000,BLR,EGY,4,1
2000,BLR,FRA,6,1
2000,BLR,GBR,4,1
2000,BLR,ISR,6,1
2000,BLR,ITA,6,1
2000,BLR,JPN,6,1
2000,BLR,KGZ,4,1
2000,BLR,KOR,4,1
2000,BLR,LTU,6,1
2000,BLR,LVA,6,1
2000,BLR,MDA,6,1
2000,BLR,NLD,6,1
2000,BLR,POL,6,1
2000,BLR,ROU,6,1
2000,BLR,RUS,6,1
2000,BLR,TUR,6,1
2000,BLR,UKR,6,1
2000,BLR,USA,6,1
2000,BLR,UZB,6,1
2000,BLZ,ARE,6,1
2000,BLZ,GBR,6,1
2000,BLZ,GTM,6,1
2000,BLZ,MEX,6,1
2000,BLZ,USA,6,1
2000,BOL,ARG,6,1
2000,BOL,AUT,6,1
2000,BOL,BEL,4,1
2000,BOL,BRA,6,1
2000,BOL,CAN,6,1
2000,BOL,CHN,6,1
2000,BOL,COL,6,1
2000,BOL,CUB,6,1
2000,BOL,DEU,6,1
2000,BOL,DNK,4,1
2000,BOL,ECU,6,1
2000,BOL,EGY,6,1
2000,BOL,ESP,6,1
2000,BOL,FRA,6,1
2000,BOL,GBR,6,1
2000,BOL,GTM,4,1
2000,BOL,ISR,6,1
2000,BOL,ITA,6,1
2000,BOL,JPN,6,1
2000,BOL,KOR,4,1
2000,BOL,MEX,6,1
2000,BOL,NLD,6,1
2000,BOL,PAN,6,1
2000,BOL,PER,6,1
2000,BOL,PRY,6,1
2000,BOL,RUS,6,1
2000,BOL,SWE,4,1
2000,BOL,URY,6,1
2000,BOL,USA,4,1
2000,BOL,VAT,6,1
2000,BOL,VEN,6,1
2000,BRA,AGO,6,1
2000,BRA,ARE,6,1
2000,BRA,ARG,6,1
2000,BRA,AUS,6,1
2000,BRA,AUT,6,1
2000,BRA,BEL,6,1
2000,BRA,BGR,6,1
2000,BRA,BOL,6,1
2000,BRA,BRB,6,1
2000,BRA,CAN,6,1
2000,BRA,CHE,6,1
2000,BRA,CHL,6,1
2000,BRA,CHN,6,1
2000,BRA,CIV,4,1
2000,BRA,CMR,4,1
2000,BRA,COL,6,1
2000,BRA,CPV,6,1
2000,BRA,CRI,6,1
2000,BRA,CUB,6,1
2000,BRA,CZE,6,1
2000,BRA,DEU,6,1
2000,BRA,DNK,6,1
2000,BRA,DOM,6,1
2000,BRA,DZA,6,1
2000,BRA,ECU,6,1
2000,BRA,EGY,6,1
2000,BRA,ESP,6,1
2000,BRA,FIN,6,1
2000,BRA,FRA,6,1
2000,BRA,GAB,6,1
2000,BRA,GBR,6,1
2000,BRA,GHA,6,1
2000,BRA,GNB,6,1
2000,BRA,GRC,6,1
2000,BRA,GTM,6,1
2000,BRA,GUY,6,1
2000,BRA,HND,6,1
2000,BRA,HTI,6,1
2000,BRA,HUN,6,1
2000,BRA,IDN,6,1
2000,BRA,IND,6,1
2000,BRA,IRL,6,1
2000,BRA,IRN,6,1
2000,BRA,IRQ,6,1
2000,BRA,ISR,6,1
2000,BRA,ITA,6,1
2000,BRA,JAM,6,1
2000,BRA,JOR,6,1
2000,BRA,JPN,6,1
2000,BRA,KEN,6,1
2000,BRA,KOR,6,1
2000,BRA,KWT,6,1
2000,BRA,LBN,6,1
2000,BRA,LBY,4,1
2000,BRA,MAR,6,1
2000,BRA,MEX,6,1
2000,BRA,MOZ,6,1
2000,BRA,MYS,6,1
2000,BRA,NAM,4,1
2000,BRA,NGA,6,1
2000,BRA,NIC,4,1
2000,BRA,NLD,6,1
2000,BRA,NOR,6,1
2000,BRA,NZL,6,1
2000,BRA,PAK,6,1
2000,BRA,PAN,6,1
2000,BRA,PER,6,1
2000,BRA,PHL,6,1
2000,BRA,POL,6,1
2000,BRA,PRT,6,1
2000,BRA,PRY,6,1
2000,BRA,ROU,6,1
2000,BRA,RUS,6,1
2000,BRA,SAU,6,1
2000,BRA,SEN,6,1
2000,BRA,SGP,6,1
2000,BRA,SLV,6,1
2000,BRA,SRB,4,1
2000,BRA,SUR,6,1
2000,BRA,SWE,6,1
2000,BRA,SYR,6,1
2000,BRA,TGO,4,1
2000,BRA,THA,6,1
2000,BRA,TTO,6,1
2000,BRA,TUN,6,1
2000,BRA,TUR,6,1
2000,BRA,TZA,6,1
2000,BRA,UKR,6,1
2000,BRA,URY,6,1
2000,BRA,USA,6,1
2000,BRA,VAT,6,1
2000,BRA,VEN,6,1
2000,BRA,VNM,6,1
2000,BRA,ZAF,6,1
2000,BRA,ZMB,4,1
2000,BRA,ZWE,6,1
2000,BRB,BEL,6,1
2000,BRB,CAN,6,1
2000,BRB,GBR,6,1
2000,BRB,USA,6,1
2000,BRB,VEN,6,1
2000,BRN,ARE,4,1
2000,BRN,AUS,6,1
2000,BRN,BEL,6,1
2000,BRN,CAN,6,1
2000,BRN,CHN,6,1
2000,BRN,DEU,6,1
2000,BRN,EGY,6,1
2000,BRN,FRA,6,1
2000,BRN,GBR,6,1
2000,BRN,IDN,6,1
2000,BRN,JPN,6,1
2000,BRN,KHM,6,1
2000,BRN,KOR,6,1
2000,BRN,LAO,6,1
2000,BRN,MYS,6,1
2000,BRN,OMN,6,1
2000,BRN,PHL,6,1
2000,BRN,SGP,6,1
2000,BRN,THA,6,1
2000,BRN,USA,6,1
2000,BTN,BGD,6,1
2000,BTN,IND,6,1
2000,BTN,KWT,6,1
2000,BTN,THA,4,1
2000,BWA,BEL,6,1
2000,BWA,CHN,6,1
2000,BWA,GBR,6,1
2000,BWA,NAM,6,1
2000,BWA,SWE,6,1
2000,BWA,USA,4,1
2000,BWA,ZAF,6,1
2000,BWA,ZMB,6,1
2000,BWA,ZWE,6,1
2000,CAF,BEL,4,1
2000,CAF,CIV,6,1
2000,CAF,CMR,6,1
2000,CAF,COD,6,1
2000,CAF,DEU,6,1
2000,CAF,EGY,6,1
2000,CAF,FRA,6,1
2000,CAF,GAB,6,1
2000,CAF,IRQ,4,1
2000,CAF,MAR,6,1
2000,CAF,NGA,6,1
2000,CAF,RUS,6,1
2000,CAF,TCD,6,1
2000,CAF,USA,6,1
2000,CAN,ARE,6,1
2000,CAN,ARG,6,1
2000,CAN,AUS,6,1
2000,CAN,AUT,6,1
2000,CAN,BEL,6,1
2000,CAN,BGD,6,1
2000,CAN,BIH,6,1
2000,CAN,BRA,6,1
2000,CAN,BRB,6,1
2000,CAN,BRN,6,1
