year,origin,destination,diplomatic_relation,aviation_routes,migrant_stock
2000,EGY,BGR,6,,69
2000,EGY,BHR,6,2,25371
2000,EGY,BHS,,,7
2000,EGY,BIH,6,,
2000,EGY,BOL,6,,27
2000,EGY,BRA,6,,3335
2000,EGY,CAF,6,,
2000,EGY,CAN,6,1,35202
2000,EGY,CHE,6,10,
2000,EGY,CHL,6,,
2000,EGY,CHN,6,4,892
2000,EGY,CIV,6,,
2000,EGY,CMR,6,,
2000,EGY,COD,6,,
2000,EGY,COL,6,,
2000,EGY,CRI,,,8
2000,EGY,CUB,6,,
2000,EGY,CYP,6,2,2358
2000,EGY,CZE,6,,124
2000,EGY,DEU,6,18,
2000,EGY,DJI,6,,
2000,EGY,DNK,6,2,1247
2000,EGY,DZA,6,2,
2000,EGY,ECU,6,,
2000,EGY,ERI,6,1,
2000,EGY,ESP,6,2,
2000,EGY,ETH,6,2,
2000,EGY,FIN,6,,342
2000,EGY,FRA,6,5,22749
2000,EGY,GAB,6,,
2000,EGY,GBR,6,34,
2000,EGY,GHA,6,1,23
2000,EGY,GIN,6,,
2000,EGY,GNB,6,,
2000,EGY,GRC,6,4,32396
2000,EGY,GTM,6,,20
2000,EGY,HRV,,,220
2000,EGY,HUN,6,1,529
2000,EGY,IDN,6,1,
2000,EGY,IND,6,2,
2000,EGY,IRL,6,,
2000,EGY,IRQ,,2,12375
2000,EGY,ISL,,,15
2000,EGY,ISR,6,1,22931
2000,EGY,ITA,6,5,31202
2000,EGY,JOR,6,5,117577
2000,EGY,JPN,6,,1049
2000,EGY,KAZ,6,,
2000,EGY,KEN,6,1,
2000,EGY,KOR,6,,
2000,EGY,KWT,6,16,118556
2000,EGY,LBN,6,3,12109
2000,EGY,LBR,6,,
2000,EGY,LBY,6,10,15455
2000,EGY,LKA,6,,31
2000,EGY,LTU,,,3
2000,EGY,LUX,,,22
2000,EGY,LVA,,,11
2000,EGY,MAR,6,2,1228
2000,EGY,MDG,6,,
2000,EGY,MDV,,,33
2000,EGY,MEX,6,,111
2000,EGY,MKD,,,1717
2000,EGY,MLI,6,,
2000,EGY,MLT,6,,379
2000,EGY,MMR,6,,
2000,EGY,MOZ,6,,
2000,EGY,MRT,6,,222
2000,EGY,MUS,6,,
2000,EGY,MWI,6,,
2000,EGY,MYS,6,,
2000,EGY,NAM,6,,229
2000,EGY,NER,6,,
2000,EGY,NGA,6,3,
2000,EGY,NLD,6,2,9303
2000,EGY,NOR,6,,383
2000,EGY,NPL,6,,
2000,EGY,OMN,6,2,20497
2000,EGY,PAK,6,,
2000,EGY,PAN,6,,42
2000,EGY,PER,6,,
2000,EGY,PHL,6,,
2000,EGY,POL,6,,160
2000,EGY,PRK,6,,
2000,EGY,PRT,6,,101
2000,EGY,PSE,,,17104
2000,EGY,QAT,6,4,309
2000,EGY,ROU,6,,
2000,EGY,RUS,6,11,1425
2000,EGY,RWA,6,,
2000,EGY,SAU,6,57,957366
2000,EGY,SDN,6,,22327
2000,EGY,SEN,6,,
2000,EGY,SGP,6,,
2000,EGY,SLE,6,,
2000,EGY,SOM,6,,
2000,EGY,SRB,6,,
2000,EGY,SVK,,,118
2000,EGY,SVN,,,51
2000,EGY,SWE,6,,2055
2000,EGY,SYR,6,,
2000,EGY,TCD,6,,
2000,EGY,TGO,6,,
2000,EGY,THA,6,3,
2000,EGY,TUN,6,2,698
2000,EGY,TUR,6,8,817
2000,EGY,TZA,6,1,
2000,EGY,UGA,6,1,
2000,EGY,UKR,6,,
2000,EGY,URY,6,,
2000,EGY,USA,6,2,114611
2000,EGY,VAT,6,,
2000,EGY,VEN,6,,258
2000,EGY,VNM,6,,
2000,EGY,YEM,6,5,9206
2000,EGY,ZAF,6,2,
2000,EGY,ZMB,6,,83
2000,EGY,ZWE,6,,
2000,ERI,ARE,6,,6106
2000,ERI,AUS,,,1765
2000,ERI,BEL,6,,
2000,ERI,BGR,,,2
2000,ERI,BHR,,,609
2000,ERI,BOL,,,1
2000,ERI,CAN,,,4468
2000,ERI,CHE,,,2592
2000,ERI,CHN,6,,
2000,ERI,CYP,,,2
2000,ERI,DEU,6,,
2000,ERI,DJI,6,,
2000,ERI,DNK,,,86
2000,ERI,EGY,,1,523
2000,ERI,ETH,6,,27869
2000,ERI,FIN,,,9
2000,ERI,GRC,,,99
2000,ERI,HUN,,,6
2000,ERI,IRQ,,,694
2000,ERI,ISL,,,1
2000,ERI,ISR,,,30
2000,ERI,ITA,6,,12537
2000,ERI,KEN,6,1,961
2000,ERI,KWT,6,,2850
2000,ERI,LBY,6,,1459
2000,ERI,LTU,,,7
2000,ERI,MLT,,,15
2000,ERI,NLD,,,345
2000,ERI,NOR,,,530
2000,ERI,QAT,,,789
2000,ERI,SAU,,1,
2000,ERI,SDN,,,435158
2000,ERI,SWE,6,,2603
2000,ERI,UGA,,,28
2000,ERI,USA,6,,
2000,ERI,VEN,,,24
2000,ERI,YEM,6,2,2766
2000,ERI,ZAF,4,,
2000,ESP,AGO,6,1,
2000,ESP,AND,6,,26841
2000,ESP,ARE,6,2,
2000,ESP,ARG,6,4,143925
2000,ESP,ATG,,,10
2000,ESP,AUS,6,,14182
2000,ESP,AUT,6,40,1921
2000,ESP,AZE,6,,
2000,ESP,BEL,6,60,37236
2000,ESP,BGR,6,8,674
2000,ESP,BHS,,,49
2000,ESP,BIH,6,,
2000,ESP,BLR,,1,37
2000,ESP,BOL,6,2,1641
2000,ESP,BRA,6,8,42602
2000,ESP,CAN,6,4,10344
2000,ESP,CHE,6,42,40427
2000,ESP,CHL,6,2,9151
2000,ESP,CHN,6,2,2377
2000,ESP,CIV,6,,
2000,ESP,CMR,6,,
2000,ESP,COL,6,5,4541
2000,ESP,CPV,,,50
2000,ESP,CRI,6,1,1650
2000,ESP,CUB,6,3,5917
2000,ESP,CUW,,,21
2000,ESP,CYP,,,71
2000,ESP,CZE,6,16,127
2000,ESP,DEU,6,353,96669
2000,ESP,DNK,6,31,2687
2000,ESP,DOM,6,5,8982
2000,ESP,DZA,6,14,
2000,ESP,ECU,6,4,3056
2000,ESP,EGY,6,2,659
2000,ESP,EST,,1,
2000,ESP,ETH,6,,
2000,ESP,FIN,6,16,655
2000,ESP,FRA,6,151,334416
2000,ESP,GAB,6,,
2000,ESP,GBR,6,512,52956
2000,ESP,GEO,,,20
2000,ESP,GHA,6,1,
2000,ESP,GIN,,,73
2000,ESP,GNQ,6,,534
2000,ESP,GRC,6,7,963
2000,ESP,GTM,6,1,833
2000,ESP,HKG,,,331
2000,ESP,HND,6,,391
2000,ESP,HRV,,5,59
2000,ESP,HTI,6,,1170
2000,ESP,HUN,6,5,819
2000,ESP,IDN,6,,
2000,ESP,IND,6,,
2000,ESP,IRL,6,53,4525
2000,ESP,IRN,4,,
2000,ESP,IRQ,6,,
2000,ESP,ISL,,2,154
2000,ESP,ISR,6,6,2789
2000,ESP,ITA,6,120,19278
2000,ESP,JAM,6,,
2000,ESP,JOR,6,4,
2000,ESP,JPN,6,,1314
2000,ESP,KAZ,6,,
2000,ESP,KEN,6,,
2000,ESP,KOR,6,1,
2000,ESP,KWT,6,,
2000,ESP,LBN,6,,
2000,ESP,LBR,6,,275
2000,ESP,LBY,6,1,534
2000,ESP,LIE,,,585
2000,ESP,LKA,,,8
2000,ESP,LTU,,4,732
2000,ESP,LUX,6,12,2397
2000,ESP,LVA,,3,17
2000,ESP,MAR,6,39,2708
2000,ESP,MDA,,,13
2000,ESP,MEX,6,8,20944
2000,ESP,MLT,,4,35
2000,ESP,MOZ,6,,
2000,ESP,MRT,6,,84
2000,ESP,MUS,,,3
2000,ESP,MYS,6,,
2000,ESP,NAM,6,,452
2000,ESP,NGA,6,1,
2000,ESP,NIC,6,,415
2000,ESP,NLD,6,68,18158
2000,ESP,NOR,6,52,1610
2000,ESP,PAK,6,2,
2000,ESP,PAN,6,1,2512
2000,ESP,PER,6,3,4018
2000,ESP,PHL,6,,
2000,ESP,POL,6,22,875
2000,ESP,PRT,6,43,13884
2000,ESP,PRY,6,,998
2000,ESP,QAT,,5,
2000,ESP,ROU,6,17,196
2000,ESP,RUS,6,28,831
2000,ESP,SAU,6,2,
2000,ESP,SEN,6,7,
2000,ESP,SGP,,1,
2000,ESP,SLV,6,,473
2000,ESP,SRB,6,,382
2000,ESP,SVK,6,3,537
2000,ESP,SVN,,,30
2000,ESP,SWE,6,34,5058
2000,ESP,SYC,,,10
2000,ESP,SYR,6,,
2000,ESP,THA,6,1,
2000,ESP,TUN,6,3,
2000,ESP,TUR,6,7,
2000,ESP,TZA,6,,
2000,ESP,UKR,6,11,
2000,ESP,URY,6,1,24303
2000,ESP,USA,6,57,112414
2000,ESP,VAT,6,,
2000,ESP,VEN,6,4,77650
2000,ESP,ZAF,6,,
2000,ESP,ZMB,6,,
2000,ESP,ZWE,6,,
2000,EST,ARG,,,178
2000,EST,AUS,,,1963
2000,EST,AUT,6,,
2000,EST,AZE,,,843
2000,EST,BEL,6,2,
2000,EST,BGR,,,27
2000,EST,BLR,,,3365
2000,EST,BOL,,,4
2000,EST,BRA,,,180
2000,EST,CHL,,,41
2000,EST,CRI,,,2
2000,EST,CYP,,,13
2000,EST,CZE,4,,
2000,EST,DEU,6,2,
2000,EST,DNK,6,2,470
2000,EST,ESP,,1,
2000,EST,FIN,6,3,6569
2000,EST,FRA,6,1,
2000,EST,GBR,6,3,
2000,EST,GEO,,,120
2000,EST,GRC,4,1,60
2000,EST,HRV,,1,5
2000,EST,HUN,,,87
2000,EST,IRL,4,,
2000,EST,ISL,,,21
2000,EST,ITA,6,1,297
2000,EST,JPN,6,,
2000,EST,KAZ,,,1146
2000,EST,KGZ,,,1033
2000,EST,LIE,,,17
2000,EST,LTU,6,3,1107
2000,EST,LUX,,,16
2000,EST,LVA,6,1,4069
2000,EST,MDA,,,295
2000,EST,NLD,4,2,
2000,EST,NOR,6,6,302
2000,EST,POL,6,1,
2000,EST,PRT,4,,223
2000,EST,RUS,6,3,67055
2000,EST,SVK,,,33
2000,EST,SVN,,,3
2000,EST,SWE,6,4,10315
2000,EST,TUR,,1,
2000,EST,UKR,6,1,11687
2000,EST,USA,4,,
2000,EST,VEN,,,45
2000,ETH,AGO,,2,
2000,ETH,ARE,,3,4300
2000,ETH,ATG,,,74
2000,ETH,AUS,,,3642
2000,ETH,AUT,6,,
2000,ETH,BEL,6,,906
2000,ETH,BEN,,1,
2000,ETH,BFA,,1,
2000,ETH,BGR,4,,34
2000,ETH,BHR,,1,429
2000,ETH,BLR,,,25
2000,ETH,BOL,,,4
2000,ETH,CAN,6,,13439
2000,ETH,CHL,,,24
2000,ETH,CHN,6,6,287
2000,ETH,CIV,6,,
2000,ETH,CMR,,2,
2000,ETH,COD,6,,
2000,ETH,CRI,,,1
2000,ETH,CUB,6,,
2000,ETH,CYP,,,37
2000,ETH,DEU,6,2,
2000,ETH,DJI,6,5,11023
2000,ETH,DNK,,,1073
2000,ETH,EGY,6,2,701
2000,ETH,ERI,6,,91
2000,ETH,FIN,,,584
2000,ETH,FRA,6,1,
2000,ETH,GAB,,1,
2000,ETH,GBR,6,1,
2000,ETH,GHA,6,1,18
2000,ETH,GRC,,,2484
2000,ETH,HKG,,1,
2000,ETH,HUN,,,90
2000,ETH,IND,6,4,
2000,ETH,IRN,6,,
2000,ETH,ISL,,,31
2000,ETH,ISR,4,1,55262
2000,ETH,ITA,6,1,12433
2000,ETH,JPN,6,,
2000,ETH,KEN,6,6,20846
2000,ETH,KOR,6,,
2000,ETH,KWT,,2,2007
2000,ETH,LBN,,1,40495
2000,ETH,LBY,,,1347
2000,ETH,LCA,,,4
2000,ETH,MLI,,2,
2000,ETH,MLT,,,37
2000,ETH,MOZ,,1,
2000,ETH,MWI,,1,
2000,ETH,NAM,,,278
2000,ETH,NER,,1,
2000,ETH,NGA,4,3,
2000,ETH,NIC,,,49
2000,ETH,NLD,,,7456
2000,ETH,NOR,,,2567
2000,ETH,OMN,,2,
2000,ETH,PRK,4,,
2000,ETH,PRT,,,12
2000,ETH,QAT,,1,1120
2000,ETH,RUS,6,,
2000,ETH,RWA,,2,
2000,ETH,SAU,6,9,22195
2000,ETH,SDN,4,,123478
2000,ETH,SEN,6,,
2000,ETH,SOM,,1,555
2000,ETH,SVK,,,19
2000,ETH,SVN,,,13
2000,ETH,SWE,6,,12159
2000,ETH,SWZ,,,15
2000,ETH,TCD,,1,
2000,ETH,TGO,,1,
2000,ETH,THA,,2,
2000,ETH,TUR,,1,
2000,ETH,TZA,,3,
2000,ETH,UGA,6,2,236
2000,ETH,USA,6,,74613
2000,ETH,VEN,,,28
2000,ETH,YEM,6,1,1703
2000,ETH,ZAF,6,2,
2000,ETH,ZMB,,1,
2000,ETH,ZWE,6,4,
2000,FIN,ARE,6,,
2000,FIN,ARG,6,,
2000,FIN,AUS,6,,9412
2000,FIN,AUT,6,2,
2000,FIN,BEL,6,1,2703
2000,FIN,BGR,6,1,28
2000,FIN,BLR,,2,2190
2000,FIN,BOL,,,43
2000,FIN,BRA,6,,173
2000,FIN,CAN,6,,14257
2000,FIN,CHE,6,3,
2000,FIN,CHL,6,,122
2000,FIN,CHN,6,6,951
2000,FIN,CRI,,,17
2000,FIN,CUB,6,,
2000,FIN,CYP,,,225
2000,FIN,CZE,6,3,
2000,FIN,DEU,6,19,
2000,FIN,DNK,6,4,3658
2000,FIN,DOM,,,55
2000,FIN,EGY,6,,263
2000,FIN,ESP,6,16,
2000,FIN,EST,6,3,1369
2000,FIN,ETH,4,,
2000,FIN,FRA,6,6,
2000,FIN,GBR,6,9,
2000,FIN,GEO,,,12
2000,FIN,GRC,6,2,841
2000,FIN,HKG,,1,
2000,FIN,HRV,,3,24
2000,FIN,HUN,6,3,476
2000,FIN,IDN,6,,
2000,FIN,IND,6,1,
2000,FIN,IRL,6,1,
2000,FIN,IRN,6,,
2000,FIN,IRQ,6,,
2000,FIN,ISL,6,2,119
2000,FIN,ISR,6,1,610
2000,FIN,ITA,6,5,2151
2000,FIN,JPN,6,6,
2000,FIN,KEN,6,,
2000,FIN,KGZ,,,237
2000,FIN,KOR,6,1,
2000,FIN,KWT,6,,
2000,FIN,LBN,6,,
2000,FIN,LBY,4,,611
2000,FIN,LIE,,,1
2000,FIN,LKA,,,14
2000,FIN,LTU,6,2,65
2000,FIN,LUX,6,,653
2000,FIN,LVA,6,3,170
2000,FIN,MAR,6,,
2000,FIN,MEX,6,,126
2000,FIN,MLT,,,25
2000,FIN,MNG,,,24
2000,FIN,MYS,6,,
2000,FIN,NAM,6,,104
2000,FIN,NGA,6,,
2000,FIN,NLD,6,3,
2000,FIN,NOR,6,3,6635
2000,FIN,PAN,,,11
2000,FIN,PER,6,,
2000,FIN,PHL,6,,
2000,FIN,POL,6,5,173
2000,FIN,PRT,6,2,310
2000,FIN,ROU,6,,104
2000,FIN,RUS,6,9,1994
2000,FIN,SAU,6,,
2000,FIN,SGP,6,1,
2000,FIN,SRB,6,,
2000,FIN,SVK,,,98
2000,FIN,SVN,,1,11
2000,FIN,SWE,6,22,196304
2000,FIN,SYR,6,,
2000,FIN,THA,6,1,
2000,FIN,TUR,6,5,
2000,FIN,TZA,6,,
2000,FIN,UKR,6,1,
2000,FIN,USA,6,4,
2000,FIN,VAT,6,,
2000,FIN,VEN,6,,62
2000,FIN,VNM,6,,
2000,FIN,ZAF,6,,
2000,FIN,ZMB,4,,
2000,FJI,AUS,6,11,46792
2000,FJI,BEL,6,,
2000,FJI,BGR,,,1
2000,FJI,BOL,,,2
2000,FJI,CAN,,,21714
2000,FJI,CRI,,,1
2000,FJI,CYP,,,2
2000,FJI,DNK,,,20
2000,FJI,FIN,,,6
2000,FJI,GBR,6,,
2000,FJI,GRC,,,9
2000,FJI,HKG,,2,
2000,FJI,IND,,,242
2000,FJI,JPN,6,,
2000,FJI,KIR,,3,275
2000,FJI,KOR,,1,
2000,FJI,MHL,,,67
2000,FJI,MYS,6,,
2000,FJI,NCL,,1,
2000,FJI,NOR,,,24
2000,FJI,NRU,,,188
2000,FJI,NZL,6,7,24784
2000,FJI,PNG,6,1,98
2000,FJI,SLB,,2,208
2000,FJI,TON,,2,466
2000,FJI,TUV,,1,60
2000,FJI,USA,6,6,
2000,FJI,VUT,,2,129
2000,FJI,WSM,,1,173
2000,FLK,CHL,,1,
2000,FRA,AFG,6,,
2000,FRA,AGO,6,1,
2000,FRA,ALB,6,,
2000,FRA,AND,6,,4298
2000,FRA,ARE,6,7,1812
2000,FRA,ARG,6,2,6772
2000,FRA,ARM,6,3,
2000,FRA,ATG,,2,34
2000,FRA,AUS,6,,18100
2000,FRA,AUT,6,13,5664
2000,FRA,AZE,6,2,
2000,FRA,BDI,6,,237
2000,FRA,BEL,6,36,151704
2000,FRA,BEN,6,1,650
2000,FRA,BFA,6,1,
2000,FRA,BGD,6,,
2000,FRA,BGR,6,3,267
2000,FRA,BHR,6,1,180
2000,FRA,BHS,,,141
2000,FRA,BIH,6,,217
2000,FRA,BLR,6,2,
2000,FRA,BOL,6,,696
2000,FRA,BRA,6,4,8264
2000,FRA,BRN,6,,
2000,FRA,BTN,,,19
2000,FRA,CAF,6,,
2000,FRA,CAN,6,19,68284
2000,FRA,CHE,6,21,112955
2000,FRA,CHL,6,2,2844
2000,FRA,CHN,6,10,10539
2000,FRA,CIV,6,3,
2000,FRA,CMR,6,4,10163
2000,FRA,COD,6,,
2000,FRA,COG,6,,5127
2000,FRA,COL,6,1,1526
2000,FRA,COM,6,,532
2000,FRA,CPV,6,,172
2000,FRA,CRI,6,,666
2000,FRA,CUB,6,2,151
2000,FRA,CYP,6,3,417
2000,FRA,CZE,6,16,3565
2000,FRA,DEU,6,84,113584
2000,FRA,DJI,6,1,
2000,FRA,DMA,,,45
2000,FRA,DNK,6,12,4130
2000,FRA,DOM,6,5,3083
2000,FRA,DZA,6,68,556
2000,FRA,ECU,6,,920
2000,FRA,EGY,6,5,2561
2000,FRA,ERI,6,,211
2000,FRA,ESP,6,149,153520
2000,FRA,EST,6,1,88
2000,FRA,ETH,6,1,
2000,FRA,FIN,6,6,916
2000,FRA,FJI,6,,
2000,FRA,GAB,6,1,8312
2000,FRA,GBR,6,157,90748
2000,FRA,GEO,6,2,41
2000,FRA,GGY,,1,
2000,FRA,GHA,6,,130
2000,FRA,GIN,6,1,1325
2000,FRA,GLP,,7,
2000,FRA,GNB,6,,111
2000,FRA,GNQ,6,,1903
2000,FRA,GRC,6,32,6549
2000,FRA,GTM,6,,163
2000,FRA,GUF,,3,
2000,FRA,HKG,,3,1811
2000,FRA,HND,6,,107
2000,FRA,HRV,6,12,401
2000,FRA,HTI,6,1,400
2000,FRA,HUN,6,5,2613
2000,FRA,IDN,6,,
2000,FRA,IND,6,4,1493
2000,FRA,IRL,6,23,6898
2000,FRA,IRN,6,1,
2000,FRA,ISL,6,4,257
2000,FRA,ISR,6,9,38595
2000,FRA,ITA,6,149,130427
2000,FRA,JAM,6,,
2000,FRA,JEY,,1,
2000,FRA,JOR,6,2,
2000,FRA,JPN,6,7,5180
2000,FRA,KAZ,6,,
2000,FRA,KEN,6,2,
2000,FRA,KHM,6,,543
2000,FRA,KOR,6,3,
2000,FRA,KWT,6,,845
2000,FRA,LAO,6,,
2000,FRA,LBN,6,2,
2000,FRA,LBR,,2,284
2000,FRA,LBY,6,,3699
2000,FRA,LCA,6,,57
2000,FRA,LIE,,,73
2000,FRA,LKA,6,1,107
2000,FRA,LTU,6,3,188
2000,FRA,LUX,6,7,17116
2000,FRA,LVA,6,3,128
2000,FRA,MAR,6,79,14547
2000,FRA,MCO,,,7134
2000,FRA,MDA,6,1,13
2000,FRA,MDG,6,3,6567
2000,FRA,MDV,,,86
2000,FRA,MEX,6,4,5770
2000,FRA,MKD,6,,
2000,FRA,MLI,6,2,2347
2000,FRA,MLT,6,11,161
2000,FRA,MMR,6,,
2000,FRA,MNE,,2,429
2000,FRA,MNG,6,,14
2000,FRA,MOZ,6,,
2000,FRA,MRT,6,,
2000,FRA,MTQ,,4,
2000,FRA,MUS,6,2,993
2000,FRA,MYS,6,3,
2000,FRA,MYT,,3,
2000,FRA,NAM,6,,705
2000,FRA,NER,6,3,
2000,FRA,NGA,6,4,
2000,FRA,NIC,6,,119
2000,FRA,NLD,6,33,18298
2000,FRA,NOR,6,15,2934
2000,FRA,NPL,6,,
2000,FRA,NZL,6,,1558
2000,FRA,OMN,6,1,
2000,FRA,PAK,6,2,
2000,FRA,PAN,6,1,322
2000,FRA,PER,6,2,1524
2000,FRA,PHL,6,,
2000,FRA,PNG,6,,
2000,FRA,POL,6,15,35589
2000,FRA,PRI,,1,
2000,FRA,PRT,6,53,94718
2000,FRA,PRY,6,,695
2000,FRA,QAT,6,1,332
2000,FRA,REU,,5,66309
2000,FRA,ROU,6,7,855
2000,FRA,RUS,6,11,1436
2000,FRA,RWA,6,,
2000,FRA,SAU,6,4,
2000,FRA,SDN,6,,
2000,FRA,SEN,6,3,10825
2000,FRA,SGP,6,2,
2000,FRA,SLV,6,,150
2000,FRA,SMR,,,25
2000,FRA,SRB,6,4,3532
2000,FRA,SUR,6,,
2000,FRA,SVK,6,1,1952
2000,FRA,SVN,6,2,1698
2000,FRA,SWE,6,18,5465
2000,FRA,SYC,6,,154
2000,FRA,SYR,6,,
2000,FRA,TCD,6,1,1039
2000,FRA,TGO,6,1,1277
2000,FRA,THA,6,3,1845
2000,FRA,TKM,6,,
2000,FRA,TTO,6,,
2000,FRA,TUN,6,45,4789
2000,FRA,TUR,6,26,15802
2000,FRA,TWN,,1,
2000,FRA,TZA,6,,
2000,FRA,UGA,6,,
2000,FRA,UKR,6,3,
2000,FRA,URY,6,,816
2000,FRA,USA,6,91,204122
2000,FRA,UZB,6,2,
2000,FRA,VAT,6,,
2000,FRA,VEN,6,1,3657
2000,FRA,VNM,6,6,
2000,FRA,VUT,6,,240
2000,FRA,WSM,,,13
2000,FRA,YEM,6,,
2000,FRA,ZAF,6,2,
2000,FRA,ZMB,6,,55
2000,FRA,ZWE,6,,
2000,FRO,DNK,,2,
2000,FRO,NOR,,2,
2000,FSM,FJI,6,,
2000,FSM,GUM,,2,
2000,FSM,JPN,6,,
2000,FSM,MHL,,2,
2000,FSM,PLW,,1,
2000,FSM,USA,6,,
2000,GAB,AGO,6,,
2000,GAB,ARG,6,,
2000,GAB,AUS,,,20
2000,GAB,BEL,6,,
2000,GAB,BEN,,3,
2000,GAB,BGR,,,6
2000,GAB,BRA,6,,
2000,GAB,CAF,6,,
2000,GAB,CAN,6,,
2000,GAB,CHN,6,,
2000,GAB,CIV,6,1,
2000,GAB,CMR,6,4,
2000,GAB,COD,6,,
2000,GAB,COG,,,1572
2000,GAB,CPV,,,17
2000,GAB,CRI,,,1
2000,GAB,DEU,6,,
2000,GAB,DZA,6,,
2000,GAB,EGY,6,,
2000,GAB,ESP,6,,
2000,GAB,ETH,6,1,
2000,GAB,FIN,,,1
2000,GAB,FRA,6,1,12004
2000,GAB,GBR,6,,
2000,GAB,GNQ,6,,107
2000,GAB,GRC,,,45
2000,GAB,HUN,,,4
2000,GAB,ITA,6,,102
2000,GAB,JPN,6,,
2000,GAB,KOR,6,,
2000,GAB,MAR,6,1,
2000,GAB,MLI,,,4279
2000,GAB,MRT,6,,84
2000,GAB,NGA,6,2,
2000,GAB,NOR,,,3
2000,GAB,PRT,,,71
2000,GAB,RUS,6,,
2000,GAB,RWA,,1,
2000,GAB,SAU,6,,
2000,GAB,SEN,6,,
2000,GAB,STP,6,,436
2000,GAB,SVN,,,2
2000,GAB,TCD,,,343
2000,GAB,TGO,6,1,545
2000,GAB,TUR,,1,
2000,GAB,USA,6,,
2000,GAB,VAT,6,,
2000,GAB,VEN,6,,
2000,GAB,ZAF,6,1,
2000,GBR,AFG,6,,
2000,GBR,AGO,6,1,
2000,GBR,ALB,6,1,
2000,GBR,AND,,,907
2000,GBR,ARE,6,21,13775
2000,GBR,ARG,6,1,3490
2000,GBR,ARM,6,,
2000,GBR,ATG,,3,817
2000,GBR,AUS,6,,1128760
2000,GBR,AUT,6,11,6549
2000,GBR,AZE,6,2,
2000,GBR,BEL,6,17,26413
2000,GBR,BGD,6,2,23021
2000,GBR,BGR,6,10,1324
2000,GBR,BHR,6,4,1375
2000,GBR,BHS,6,1,1705
2000,GBR,BIH,6,,
2000,GBR,BLR,6,1,478
2000,GBR,BLZ,6,,288
2000,GBR,BMU,,2,
2000,GBR,BOL,6,,651
2000,GBR,BRA,6,3,3964
2000,GBR,BRB,6,4,3535
2000,GBR,BRN,6,,1926
2000,GBR,BTN,,,22
2000,GBR,BWA,6,,993
2000,GBR,CAN,6,42,614122
2000,GBR,CHE,6,24,29700
2000,GBR,CHL,6,,1530
2000,GBR,CHN,6,11,8695
2000,GBR,CIV,6,,
2000,GBR,CMR,6,,
2000,GBR,COD,6,,
2000,GBR,COL,6,,1037
2000,GBR,CPV,,,29
2000,GBR,CRI,6,,397
2000,GBR,CUB,6,2,49
2000,GBR,CUW,,,25
2000,GBR,CYP,6,55,16552
2000,GBR,CZE,6,16,1214
2000,GBR,DEU,6,103,
2000,GBR,DMA,,,362
2000,GBR,DNK,6,22,13621
2000,GBR,DOM,6,3,710
2000,GBR,DZA,6,3,800
2000,GBR,ECU,6,,848
2000,GBR,EGY,6,33,6243
2000,GBR,ERI,,,43
2000,GBR,ESP,6,518,101178
2000,GBR,EST,6,3,64
2000,GBR,ETH,6,1,
2000,GBR,FIN,6,9,2297
2000,GBR,FJI,6,,528
2000,GBR,FRA,6,158,95822
2000,GBR,GEO,6,,34
2000,GBR,GGY,,11,
2000,GBR,GHA,6,2,1084
2000,GBR,GIB,,6,
2000,GBR,GMB,6,,
2000,GBR,GRC,6,105,13169
2000,GBR,GTM,6,,142
2000,GBR,GUY,6,,290
2000,GBR,HKG,,3,14585
2000,GBR,HND,6,,76
2000,GBR,HRV,6,35,171
2000,GBR,HUN,6,15,3661
2000,GBR,IDN,6,,5022
2000,GBR,IMN,,10,
2000,GBR,IND,6,17,5665
2000,GBR,IRL,6,63,239615
2000,GBR,IRN,6,1,
2000,GBR,ISL,6,10,721
2000,GBR,ISR,6,6,18222
2000,GBR,ITA,6,141,49372
2000,GBR,JAM,6,4,5103
2000,GBR,JEY,,25,
2000,GBR,JOR,6,2,
2000,GBR,JPN,6,8,16123
2000,GBR,KAZ,6,3,
2000,GBR,KEN,6,3,
2000,GBR,KHM,6,,182
2000,GBR,KIR,,,13
2000,GBR,KOR,6,3,
2000,GBR,KWT,6,3,6429
2000,GBR,LBN,6,3,
2000,GBR,LBR,,,1099
2000,GBR,LBY,6,3,5321
2000,GBR,LCA,,4,751
2000,GBR,LIE,,,47
2000,GBR,LKA,6,1,317
2000,GBR,LSO,6,,
2000,GBR,LTU,6,10,246
2000,GBR,LUX,6,4,3760
2000,GBR,LVA,6,7,218
2000,GBR,MAR,6,26,801
2000,GBR,MDA,,1,12
2000,GBR,MDG,6,,
2000,GBR,MDV,,1,89
2000,GBR,MEX,6,14,2708
2000,GBR,MKD,6,1,
2000,GBR,MLT,6,28,7313
2000,GBR,MMR,6,,
2000,GBR,MNE,,2,99
2000,GBR,MNG,6,,79
2000,GBR,MOZ,6,,
2000,GBR,MUS,6,4,458
2000,GBR,MWI,6,,1578
2000,GBR,MYS,6,2,3522
2000,GBR,NAM,6,,2256
2000,GBR,NGA,6,4,
2000,GBR,NIC,6,,48
2000,GBR,NLD,6,53,44561
2000,GBR,NOR,6,42,14347
2000,GBR,NPL,6,,
2000,GBR,NZL,6,,217509
2000,GBR,OMN,6,1,
2000,GBR,PAK,6,7,
2000,GBR,PAN,6,,329
2000,GBR,PER,6,,1043
2000,GBR,PHL,6,1,5103
2000,GBR,PNG,6,,1680
2000,GBR,POL,6,67,2475
